id,title,overview,genres,keywords,popularity,rating,original_language,poster
187826,Bonitinha mas Ordinária,"Edgard é um rapaz de Minas Gerais de origem bastante humilde, fato esse que o constrange. Procurado por Peixoto, genro do milionário Werneck, dono da firma onde Edgard é contínuo, ele recebe a proposta de se casar com Maria Cecília, filha de Werneck, de 17 anos que fora currada por cinco negros. Pelo dinheiro, Edgard aceita, mas tem dúvidas por gostar de Ritinha, sua vizinha. Já com o casamento acertado, Edgard e Ritinha vão despedir-se num cemitério, onde ela conta o que faz para conseguir sustentar a mãe louca e as três irmãs. Toda a trama gira em torno das hesitações de Edgard, até sua escolha final.","Drama, Thriller",,"5,6954","4,5",pt,/4YXVxQHv4XSp1hE3Dsx2wIiuwTy.jpg
47931,Tropa de Elite 2: O Inimigo Agora é Outro,"O destino da cidade do Rio de Janeiro e de Nascimento se cruzam em ""Tropa de Elite 2"", quando suas obrigações de pai se chocam com as de policial. Mais maduro, estratégico e solitário, o agora Coronel Nascimento faz o bope crescer e coloca o tráfico de drogas de joelho. Isto apenas para descobrir que na segurança pública do Rio de Janeiro nada é o que parece. O sistema se reinventa e descobre como lucrar sem o intermédio do tráfico. Em perseguição ao caminho trilhado pelo sistema, Nascimento vai além dos limites do quartel, revelando as ligações das milícias com o Estado. E o preço por essa descoberta é alto: o inimigo agora é outro.","Drama, Ação, Crime","polícia, tráfico de drogas, afetação, sepultura, penitenciária, melancolia, prisão, tortura, execução, drogas, criminoso, nostálgico, provocação, durante os créditosstinger, duro, meditativo, irritado, agressivo, zeloso, sincero, malicioso, preventivo, clínico, cinema brasileiro, inspirador, íntimo, provocativo, absurdo, dramático, caprichoso, admirando, adorando, Ambício, Ambivalente, Antagonístico, Agradecido, Aprovando, Arrogado, Assertivo, Aviador, Insensível, Comemorativo, Comandante, Earrado, Empático, Encantador, Enfurecido, Exuberante, Familiar, Informativo, Fato, Melodramático, Sarcástico, Trágico, Vibrante, Vibrante","5,4486","7,824",pt,/xBv3KuOgaucTMVWRleBm9usrCc6.jpg
950526,O Mestre da Fumaça,"Determinado a defender a família de uma maldição da máfia, um jovem treina com um mestre lendário que ensina um estilo de luta um tanto polêmico.","Ação, Comédia, Fantasia","kung fu, cannabis, fumaça, maconha, filme independente","4,9722","7,3",pt,/tYKoNjCOQ9dbXaQnHRiJ3bQ6Fjk.jpg
54989,Amor Estranho Amor,"São Paulo, 1937. Hugo (Marcelo Ribeiro) é um jovem que veio de Santa Catarina, sendo trazido por sua avó para devolvê-lo à sua mãe, Anna (Vera Fisher), que é amante de Osmar Passos (Tarcísio Meira), o político mais influente do estado. Ela habita uma luxuosa mansão com várias outras jovens, todas comandadas por Laura (Íris Bruzzi) e a serviço das manobras políticas de Osmar, que utiliza a casa para festas e orgias a fim de impressionar e agradar possíveis aliados políticos. A chegada do menino coincide com o dia de uma grande festa de despedida que será dada a Benício Mattos (Mauro Mendonça), o político mais influente e poderoso de outro estado. Tal fato deixa Laura bem contrariada, pois não quer que nada saia de . Assim Hugo é acomodado num quarto no sótão, mas se perturba no casarão, onde as circunstâncias fazem com que ele esteja sempre rodeado de jovens, que começam a provocá-lo e até a desejá-lo. Tamara (Xuxa)é a jovem que mais se interessa por Hugo.","Drama, História","bordel, chegando à maioridade, prostituição, incesto, despertar sexual","4,9076","5,862",pt,/kmsER1iY9y9B9Dc5uBnfUfy8Ys0.jpg
997265,Regra 34,"Simone é uma jovem defensora pública que defende mulheres em casos de abuso. No entanto, seus próprios interesses sexuais a levam a um mundo de violência e erotismo.",Drama,"BDSM, Camgirl","4,8229","5,6",pt,/bhfHqvpIzxQoXhmpUhn03g8EzFS.jpg
1321476,Zuzubalândia - O Filme,"Zuzubalândia é um reino encantado onde tudo é feito de comida. Ao lado desse lugar mágico vive uma Bruxa que não gosta de se alimentar. Disfarçada de Web Influencer, ela convence as abelhas a pararem de polinizar e seguirem profissões como youtubers, designers de sobrancelha, professoras de ioga e outras. Em pouco tempo a comida do reino começa a acabar e o único jeito de salvá-lo é passar pelo exército de zumbis da Bruxa e polinizar a última flor mágica da Floresta Mamônica. Será que nossa heroína Zuzu vai dar conta do recado?",Animação,,"4,6672",6,pt,/e2Pw52A1Ada5SoEy3hxQeCoNW6G.jpg
818511,Carga Máxima,"Com muita velocidade, perseguições e explosões nas pistas, vem aí no pinote CARGA MÁXIMA!","Ação, Thriller, Drama","gangue de ladrões, caminhão, corrida, piloto, corrida de caminhões","3,7891","6,744",pt,/ocKoEvCPX809gWsyEXRP2zTViY5.jpg
1317444,Moisés,"A história de Moisés, garoto de programa que precisa lidar com a hipocrisia das pessoas ao seu redor, além dos enfrentamentos de sua própria vida.",,,"3,6995",0,pt,/i2HZFgrdcIg2mMagUeIEMpTJe1z.jpg
1169900,Mamonas Assassinas: O Filme,"Estamos em Guarulhos na década de 90. Dinho, Sérgio, Samuel, Julio e Bento são garotos típicos da época com pouco dinheiro e muitos sonhos. Eles nem imaginam que o humor debochado e inteligente, tão característico do grupo de amigos, irá mudar suas vidas para sempre. De algumas tentativas fracassadas ao sucesso absoluto, em pouco tempo, eles se tornaram o maior fenômeno musical brasileiro da década: os Mamonas Assassinas.","Comédia, Música","musical, biografia, mockumentary, banda de rock, rock brasileiro, comédia","3,6567","5,3",pt,/nOYKZrePJaHQotqoF6M7azjBPzM.jpg
1179051,Missão Porto Seguro,"A fim de conseguir provas e acabar com uma organização criminosa, uma policial antiquada se disfarça de adolescente e se infiltra numa viagem de formatura para Porto Seguro.","Comédia, Ação",Jovem adulto,"3,6347","6,8",pt,/dcoc4C57lCpAzBr2qojFjRCKO9E.jpg
1025463,Biônicos,"Em um futuro distópico em que as próteses robóticas dominam os esportes, duas irmãs competem no salto em distância. Só que essa rivalidade leva a um caminho sinistro.","Ficção científica, Ação, Aventura","futuro, esportes, robô, deficiência","3,5384","5,984",pt,/ns9Tr9fda1YuPK2k6BqwqmEOkgl.jpg
1140346,A Herança,"Ao saber da morte de sua mãe, Thomas retorna ao Brasil com seu namorado, Beni. Ele fica sabendo a existência de uma casa no interior que pertenceu a uma avó que nunca chegou a conhecer. Movidos pela curiosidade quanto ao seu passado familiar, eles decidem visitar a casa, onde são recebidos por duas senhoras, tias de Thomas, que o tratam como um filho perdido que finalmente volta ao lar. À medida que Thomas vai ficando mais encantado com o lugar, Beni começa a desconfiar que algo macabro se esconde por debaixo daquela fachada de vida tranquila do interior.","Terror, Mistério","LGBT, terror queer, melodrama, terror latino","3,401","5,8",pt,/hvwA6rkBVQY9SMIe2ImfD1PEOCN.jpg
666,Central do Brasil,"Dora escreve cartas para analfabetos na estação Central do Brasil. Uma das clientes de Dora é Ana, que vem escrever uma carta com o seu filho, Josué, um garoto de nove anos, que sonha encontrar o pai que nunca conheceu. Na saída da estação, Ana é atropelada e Josué fica abandonado. Mesmo a contragosto, Dora acaba acolhendo o menino e envolvendo-se com ele. Termina por levar Josué para o interior do Nordeste, à procura do pai. À medida em que vão entrando país adentro, esses dois personagens, tão diferentes, vão se aproximando... Começa então uma viagem fascinate ao coração do Brasil, à procura do pai desaparecido, e uma viagem profundamente emotiva ao coração de cada um dos personagens do filme.",Drama,"Rio de Janeiro, carta, deserto, professor, órfão, ferrovia, alcoólatra, mãe desaparecida, parente perdido há muito tempo, realismo, tráfico de crianças, morte de pais, filme de estrada, estação de ônibus, criança perdida, criança indesejada, parada de caminhão, mulher e criança, mulher solitária, estação de trem, cinema brasileiro, escritor de cartas","3,0139","8,1",pt,/qfyWFhUhqeNRU9HmCaBDAxVKRZ9.jpg
93858,Tabu,"Aurora, uma idosa de opiniões contraditórias, convive com uma empregada cabo-verdiana e uma amiga engajada em causas sociais. Após sua morte, fatos obscuros de seu passado surgem, e as companheiras de Aurora conhecem sua trágica aventura na África.","Drama, Romance","Crocodilo, Lisboa, Portugal, Plantation, assombrado pelo passado, relacionamento vizinho, África Oriental, colonialismo português","2,9893","7,1",pt,/y8UypeZK8Q3XvwRpv959553lsxX.jpg
1395822,Senna por trás das cameras,Este especial revela os desafios criativos e técnicos da equipe que levou a história de Ayrton Senna para a tela.,Documentário,"Ayrton Senna, Senna","2,8259","7,5",pt,/ApJbFjHQtGOzZjWDgsfnwBoqQXL.jpg
232771,Promiscuidade os Pivetes de Kátia,"Mauro, jovem engenheiro ferroviario e muito bem casado com a linda Katia vive em completa harmonia junto de seu sogro, o irmao de Katia, Beto, Adriana esposa de Paulo e Kika a namorada de Beto. Num dos passeios da familia ao terminal ferroviario, Mauro sofre violenta queda e fica em coma. Levado as pressas para o hospital, se restabelece porem pela gravidade do ferimento interno, torna-se definitivamente impotente. Mauro incorfomado pela nova situacao passa o tempo todo embriagado, passando a ser um peso morto para a familia e principalmente para a sua jovem esposa. A familia passa todos os fins de semana numa chacara as margens de uma represa e ali, dao vazao a toda a sorte de libidinagem. A empregada Nora passa a ter relacoes sexuais com Sergio, o sogro, agora o suposto chefe da familia.",Drama,,"2,7776","4,688",pt,/fljhakNUZmP5C0gk76p37ESWCJw.jpg
310569,Que Horas Ela Volta?,"A pernambucana Val (Regina Casé) se mudou para São Paulo a fim de dar melhores condições de vida para sua filha Jéssica. Com muito receio, ela deixou a menina no interior de Pernambuco para ser babá de Fabinho, morando integralmente na casa de seus patrões. Treze anos depois, quando o menino (Michel Joelsas) vai prestar vestibular, Jéssica (Camila Márdila) lhe telefona, pedindo ajuda para ir à São Paulo, no intuito de prestar a mesma prova. Os chefes de Val recebem a menina de braços abertos, só que quando ela deixa de seguir certo protocolo, circulando livremente, como não deveria, a situação se complica.",Drama,"Relacionamento dos filhos -pais, arquitetura, diferenças de classe, governanta, diretora de mulher","2,7538","8,037",pt,/y7snoPWbq4qVUqwlmHPTixURapd.jpg
446159,Bacurau,"Num futuro recente, Bacurau, um povoado do sertão de Pernambuco, some misteriosamente do mapa. Quando uma série de assassinatos inexplicáveis começam a acontecer, os moradores da cidade tentam reagir. Mas como se defender de um inimigo desconhecido e implacável?","Mistério, Faroeste, Thriller","transexualidade, resistência, autonomia, colonialismo, interior, autonomia, movimento de base","2,6416","7,673",pt,/qvmLAVqNB5TbGUa9QqQvXiFC4UR.jpg
928334,O Amante de Júlia,"Após um acidente que faz Cassio perder a mobilidade, seu relacionamento com Júlia passa por dificuldades. Sentido-se rejeitada, ela começa um novo romance.","Romance, Drama",,"2,5953","4,1",pt,/qcXamFmCTlSybSvyboN6PaS1bJG.jpg
58235,Bruna Surfistinha,"Raquel, uma jovem da classe média paulistana sai de casa e toma uma decisão surpreendente: virar garota de programa. Logo, ela se transforma em ""Bruna Surfistinha"" e alcança a fama contando suas experiências em um blog.",Drama,"filha, garota de programa, reabilitação, afetação, baseado em história real, são paulo, brasil, relacionamentos familiares, uso de drogas, blog, fama, protagonista feminina, prostituição, prostituta adolescente, hipocrisia, blogueira, voyeurismo, voyeur, brasil, íntimo, erótica, eufórico, seios pequenos, cena de sexo, seios grandes, nudez feminina em topless, sexo com entrada traseira, garota usa calcinha, prostituição adolescente, prostituta como protagonista, nudez traseira masculina, nudez masculina, cafetão feminina, blogueiro de ligue para meninas","2,4993","6,494",pt,/rp3ogBoHqRPAIJ9AObqOb6eP2Ru.jpg
42148,Pixote: A Lei do Mais Fraco,"Aos 11 anos, um menor abandonado foge do reformatório, onde aprendeu muito sobre o crime, para viver nas ruas. Ele sobrevive atuando como traficante, assassino e até cafetão.","Crime, Drama","prostituição, LGBT, perturbada, tema gay, crítico, intenso, deprimente, complicado","2,4137","7,984",pt,/scpjZBDTc7R8yDTB4IQq1QIlMUR.jpg
75268,Histórias Que Nossas Babás Não Contavam,"Sátira do conto da Branca de Neve, em que os Sete Anões mostram ao Príncipe Encantado que tamanho não é documento. Clara das Neves é a filha de um rei que acaba de morrer e, em decorrência da morte do pai, seu protetor, ela passa a ser perseguida por sua madrasta, uma malvada ninfomaníaca invejosa. O Caçador torna-se amante da bela princesa e sem coragem de matá-la, deixa-a na floresta, na companhia dos Sete Anões.","Comédia, Fantasia",,"2,4083","5,6",pt,/rWGjFn9PkPYMLSjoHCRYMCZ7oCf.jpg
506464,O Doutrinador,"Um vigilante mascarado surge para atacar a impunidade que permite que políticos e donos de empreiteiras enriqueçam às custas da miséria e do trabalho da população brasileira. A história do homem por trás do disfarce de ""Doutrinador"" envolve uma jornada pessoal de vingança na qual um agente traumatizado decide fazer justiça com as próprias mãos.","Thriller, Ação, Crime, Drama","Baseado em quadrinhos, vigilante mascarado, corrupção política, corrupção do governo, vigilantismo, vingança","2,388","6,583",pt,/cIUAbeNEWwvAAd1MycySQciRQjN.jpg
829424,Perlimps,"A jornada de aventura e fantasia de Claé e Bruô, agente-secretos de reinos rivais. Eles precisam superar suas diferenças e unir forças para encontrar os Perlimps, criaturas misteriosas capazes de encontrar um caminho para a paz em tempos de guerra.","Animação, Fantasia, Família","Floresta tropical da Amazon, conservação da vida selvagem, animação desenhada à mão, questões ambientais","2,3624","6,4",pt,/x0bOWJeJhnIqch1OrhEQPEaZXcy.jpg
656563,Ricos de Amor,Teto trabalha na empresa do pai e esconde suas origens para conquistar os próprios méritos. Ele se apaixona por Paula e mente sobre sua condição financeira.,"Romance, Comédia",romance,"2,3617","7,71",pt,/u8kRdW12mhOakR9WqVnarQbqGNH.jpg
1054561,Abraço de Mãe,"Durante uma tempestade torrencial, uma equipe de bombeiros é enviada a um asilo em risco de desabamento. A missão: evacuar o local e sair de lá com vida.","Terror, Drama",,"2,3354","6,2",pt,/x9RHZTVVRYC1r4ngSGnBZRh2srz.jpg
1340714,Falando das Flores,"Em meio a uma noite de celebração e incerteza, Francisco enfrenta o caos e a perda quando a ausência de seu noivo, envolvido em protestos politicos, transforma um casamento em um turbilhão de emoções e decisões dolorosas.",Drama,"política, intriga política, protesto político, drama","2,2938",0,pt,/7IJyBml9OoN80VZGo5EJdFPu69f.jpg
613868,Primos,"O jovem Lucas (Paulo Sousa) vive com a religiosa tia Lourdes (Juliana Zancanaro) em uma pacata cidade do interior. Ele a ajuda a promover os cultos com as beatas da região, na sala de casa, tocando cânticos bíblicos em seu teclado. Porém, esta vida pouco agitada está com os dias contados, quando Lourdes anuncia a chegada de mais um sobrinho, Mário (Thiago Cazado), recém-saído da cadeia. O choque de realidade entre os primos resumiria-se apenas em situações embaraçosas, se não fosse a inesperada atração que acaba acontecendo entre os rapazes.","Comédia, Romance, Drama","Saindo, cidade pequena, prima, maioridade, católico, relacionamento LGBT, primo primo, tema gay","2,2836","7,7",pt,/lCi50BEDwgz7xfiLRGZy2hqBydH.jpg
652483,Modo Avião,"Uma jovem influenciadora digital bate o Mustang de colecionador do avô ao tirar uma selfie e é enviada para a fazenda dele para tentar consertar o carro, mas com um detalhe crucial: ela não pode usar o celular…","Comédia, Drama, Romance","mídia social, influenciador de mídia social","2,2482","6,3",pt,/hDZBhyl83F07syVhQ0q21NBZSCC.jpg
502581,Nada a Perder,"Cinebiografia autorizada do bispo evangélico Edir Macedo (Petrônio Gontijo), empresário fundador e líder espiritual da Igreja Universal do Reino de Deus e proprietário da Record TV. Baseado nos livros da trilogia homônica, conta a história do self made man que enfrentou diversos momentos de turbulência enquanto perseguia sua convicção.","Drama, História",,"2,2443","5,5",pt,/l1XGiS2tXIR4IP4bdqdmlG6Hhbd.jpg
1043808,Vitória,"Nina é uma mulher idosa que vive sozinha e se sente angustiada com a crescente violência em seu bairro. Em meio a conflitos com os vizinhos, ela decide filmar a movimentação de traficantes de drogas da sua janela, na esperança de colaborar com a polícia. Após meses registrando as atividades suspeitas, sua iniciativa atrai a atenção de um jornalista, que se aproxima de Nina e se propõe a apoiá-la em sua missão.",Drama,"Rio de Janeiro, Biografia, baseado em história verdadeira, favela, cinema brasileiro, transgênero, baseado em eventos reais","2,2253","8,477",pt,/pT1j9Y9bpyYKE3wFpARyNK4NdBe.jpg
429474,Esperando Cecília,"É de manhã. Lisandra toma café, Roberto lê o jornal. Os dois velhos amigos têm assuntos a resolver antes de Cecília chegar.",Drama,falar,"2,2237",0,pt,
429210,Bingo: O Rei das Manhãs,"Augusto, um artista que sempre sonhou com seu lugar sob os holofotes, finalmente tem sua grande chance ao se tornar Bingo, um palhaço apresentador de um programa infantil de televisão que é sucesso absoluto. Uma cláusula no contrato não permite revelar quem é o homem por trás da máscara, produzindo em Augusto a frustração de ser o homem anônimo mais famoso do Brasil. Uma surreal história sobre a busca de um homem pelo reconhecimento de sua arte.","Comédia, Drama","Palhaço, fama, 1980","2,193","7,986",pt,/6tFYnSI4a5r9RVig0cOXba67v9T.jpg
786705,Confissões de uma Garota Excluída,"Tetê não se sente aceita na escola, nem em casa. Quando seus pais, desempregados, precisam se mudar para a casa dos avós dela, a adolescente de 16 anos deve recomeçar em um novo colégio. Ela tentará de tudo para não sofrer bullying novamente, e talvez fazer amigos e ter uma vida social.","Comédia, Drama",baseado em romance ou livro,"2,1808","6,7",pt,/bGIy308alpX12xdBVsREgsHawQC.jpg
40423,Orfeu do Carnaval,"A trágica história romântica entre a jovem Eurídice e o motorista e músico Orfeu. Os dois se conhecem durante o carnaval no Rio de Janeiro e se apaixonam, mas Orfeu tem uma noiva ciumenta. De acordo com a antiga lenda, o amor do casal é acompanhado de perto pela morte, e ele será capaz de descer aos infernos para salvar a sua grande paixão.","Drama, Romance","Guitarra, Rio de Janeiro, samba, carrinho, dançando na rua, baseado em mitos, lendas ou folclore, destacado, carnaval, humilhante","2,1741","6,991",pt,/iaYmiZJwicSO5R1DQ2q6lKLAXEi.jpg
558556,Astaroth,"Encoberta pelas névoas do tempo, ela foi esquecida... Mas sempre há alguém para lembrar. Gregório é um tatuador obcecado por Astaroth, entidade demoníaca que espreita nas sombras com promessas de desejo e prazer. Com a arte da tatuagem e com seu conhecimento arcano, ele pretende resgatá-la das brumas do esquecimento e trazê-la para o mundo da carne. Duas jovens são envolvidas em seus planos: a decidida tatuadora Dri e a doce guitarrista Lia. Amiga delas, Mai é a jovem que usará seu treinamento em artes marciais para tentar defendê-las e combater os desígnios do Inferno.",Terror,"demônio, desejo, tatuador","2,1616",6,pt,/iVsoz1JfMcekb6FSqkqpfLFmrON.jpg
67062,Terra em Transe,"No hipotético país latino-americano Eldorado, o poeta e jornalista idealista e anarquista Paulo Martins luta contra o governador populista e o presidente conservador, apoiado pelas forças revolucionárias. Paulo fica dividido entre a loucura da elite e a submissão cega das massas.",Drama,"Filosofia, poesia, ditadura, sem esperança, cinema Novo, filosófico, repressão, alegoria política, poesia brasileira, alucinatória, drama político, dramática, política sul -americana","2,1556","7,3",pt,/5xSNXpjMRgaJhpWHiGeWxaRKBxD.jpg
418896,O Vendedor de Sonhos,"Júlio César, um psicólogo decepcionado com a vida em geral, tenta o suicídio, mas é impedido de cometer o ato final por intermédio de um mendigo, o ""Mestre"". Uma amizade peculiar surge entre os dois e, logo, a dupla passa a tentar salvar pessoas ao apresentar um novo caminho para se viver.",Drama,SONHOS,"2,1506","6,5",pt,/hV6l4wOhPDbEflqM1A2047D4F0E.jpg
820710,Medusa,"Uma gangue de jovens mulheres tenta controlar tudo ao seu redor, incluindo outras mulheres, perambulando pelas ruas e espancando aquelas que consideram muito pecaminosas.","Fantasia, Terror","Feminismo, evangélico, religião, cristianismo evangélico, rosto desfigurado, política brasileira, fanatismo","2,0845","5,7",pt,/da45lotiMcUGbnQgQ4thYZpoFIw.jpg
203217,Minha Mãe é uma Peça: O Filme,"Dona Hermínia, uma mulher de meia idade, aposentada e sozinha, tem como preocupação maior cuidar dos filhos. Mas agora que eles cresceram e não param de confrontá-la, a solução será dar um gelo e sair de casa. Sem um trabalho ou um companheiro, a dona de casa resolve desabafar com a tia idosa.",Comédia,"Mãe que trabalha, comédia urbana","2,084","7,753",pt,/2kj8VJEcqcxPmbuIjh5wf6FjMBH.jpg
52333,Nosso Lar,"Baseado em livro de Chico Xavier, a jornada espiritual conta a história de um médico, André Luiz, que passa por um despertar depois de sua morte. André Luiz teria se comunicado com Chico Xavier, contando sua história de dor e sofrimento em uma espécie de purgatório.",Drama,"Vida após a morte, purgatório, espiritualista, vida após a morte, raiva, calma, sincera, espiritismo, inspirador, íntimo, didático, admirador, adorando, impressionado, confuso, encantado, entusiasmado, exuberante, informativo","2,0745","7,237",pt,/4XeiiBxzXuT46deN8QmJaekHwqj.jpg
1220450,Casamento às Cegas Brasil: Depois do Altar,"Episódio especial cheio de drama, pontos finais e reencontros reúne participantes das temporadas anteriores de Casamento às Cegas: Brasil","Romance, Documentário","Show de namoro, Reunião de TV, Reality Television","2,0383","6,2",pt,/qRNPA0pjTNEZuLEuhF1CeOzpwWS.jpg
44125,Do Começo ao Fim,"A médica Julieta é mãe de Francisco, fruto de seu relacionamento com o argentino Pedro. Depois da separação, ela conhece o arquiteto Alexandre, com quem tem um outro filho, Thomás. Como cria os meninos juntos, Julieta é a primeira a perceber que no carinho dos irmãos se desenha uma sólida paixão.","Romance, Drama","Rio de Janeiro, Buenos Aires, Argentina, meio-irmão, relacionamentos familiares, romance, homossexualidade masculina, incesto, LGBT, dura, tema gay","2,0219","6,6",pt,/c9B3dQaZWTeVqvTh0MXvkgLKGyc.jpg
